# PLGA Optimization Results
# Drug: tramadol
# Priority: balanced
# Min EE: 30.0%
# Max Size: 200.0 nm
# Date: 2026-04-06 08:45:18
# Total formulations evaluated: 427
#
polymer_MW (Da),LA/GA ratio,drug/polymer,Size (nm),EE (%),LC (%),Score
30000,0.5,0.3,156.8,45.0,10.8,51.77
10000,0.5,0.3,156.8,45.0,10.8,51.77
150000,0.5,0.3,156.8,45.0,10.8,51.77
75000,0.5,0.3,156.8,45.0,10.8,51.77
20000,0.5,0.3,156.8,45.0,10.8,51.77
100000,0.5,0.3,156.8,45.0,10.8,51.77
75000,0.75,0.3,157.3,45.0,10.8,51.68
30000,0.75,0.3,157.3,45.0,10.8,51.68
100000,0.75,0.3,157.3,45.0,10.8,51.68
50000,0.75,0.3,157.3,45.0,10.8,51.68
20000,0.75,0.3,157.3,45.0,10.8,51.68
10000,0.75,0.3,157.3,45.0,10.8,51.68
150000,0.75,0.3,157.3,45.0,10.8,51.68
75000,2.5,0.3,175.4,46.0,11.8,51.54
150000,2.5,0.3,175.4,46.0,11.8,51.54
50000,2.5,0.3,175.4,46.0,11.8,51.54
10000,2.5,0.3,175.4,46.0,11.8,51.54
20000,2.5,0.3,175.4,46.0,11.8,51.54
30000,2.5,0.3,175.4,46.0,11.8,51.54
100000,2.5,0.3,175.4,46.0,11.8,51.54
150000,2.0,0.25,165.9,45.9,11.0,51.53
50000,2.0,0.25,165.9,45.9,11.0,51.53
10000,2.0,0.25,165.9,45.9,11.0,51.53
30000,2.0,0.25,165.9,45.9,11.0,51.53
100000,2.0,0.25,165.9,45.9,11.0,51.53
75000,2.0,0.25,165.9,45.9,11.0,51.53
20000,2.0,0.25,165.9,45.9,11.0,51.53
100000,1.0,0.25,157.3,45.4,10.3,51.29
10000,1.0,0.25,157.3,45.4,10.3,51.29
50000,1.0,0.25,157.3,45.4,10.3,51.29
30000,1.0,0.25,157.3,45.4,10.3,51.29
20000,1.0,0.25,157.3,45.4,10.3,51.29
150000,1.0,0.25,157.3,45.4,10.3,51.29
75000,1.0,0.25,157.3,45.4,10.3,51.29
100000,0.5,0.25,156.8,44.9,10.3,51.23
50000,0.5,0.25,156.8,44.9,10.3,51.23
30000,0.5,0.25,156.8,44.9,10.3,51.23
150000,0.5,0.25,156.8,44.9,10.3,51.23
75000,0.5,0.25,156.8,44.9,10.3,51.23
10000,0.5,0.25,156.8,44.9,10.3,51.23
20000,0.5,0.25,156.8,44.9,10.3,51.23
150000,0.75,0.25,157.3,45.0,10.2,51.13
10000,0.75,0.25,157.3,45.0,10.2,51.13
75000,0.75,0.25,157.3,45.0,10.2,51.13
50000,0.75,0.25,157.3,45.0,10.2,51.13
30000,0.75,0.25,157.3,45.0,10.2,51.13
100000,0.75,0.25,157.3,45.0,10.2,51.13
20000,0.75,0.25,157.3,45.0,10.2,51.13
30000,1.5,0.15,166.6,50.7,9.1,50.97
10000,1.5,0.15,166.6,50.7,9.1,50.97
75000,1.5,0.15,166.6,50.7,9.1,50.97
50000,1.5,0.15,166.6,50.7,9.1,50.97
100000,1.5,0.15,166.6,50.7,9.1,50.97
20000,1.5,0.15,166.6,50.7,9.1,50.97
150000,1.5,0.15,166.6,50.7,9.1,50.97
75000,1.5,0.2,159.7,46.4,9.7,50.81
30000,1.5,0.2,159.7,46.4,9.7,50.81
50000,1.5,0.2,159.7,46.4,9.7,50.81
150000,1.5,0.2,159.7,46.4,9.7,50.81
20000,1.5,0.2,159.7,46.4,9.7,50.81
100000,1.5,0.2,159.7,46.4,9.7,50.81
10000,1.5,0.2,159.7,46.4,9.7,50.81
10000,3.0,0.4,193.4,46.4,12.3,50.76
30000,3.0,0.4,193.4,46.4,12.3,50.76
75000,3.0,0.4,193.4,46.4,12.3,50.76
50000,3.0,0.4,193.4,46.4,12.3,50.76
100000,3.0,0.4,193.4,46.4,12.3,50.76
150000,3.0,0.4,193.4,46.4,12.3,50.76
20000,3.0,0.4,193.4,46.4,12.3,50.76
150000,2.5,0.25,175.4,46.0,11.0,50.74
30000,2.5,0.25,175.4,46.0,11.0,50.74
50000,2.5,0.25,175.4,46.0,11.0,50.74
10000,2.5,0.25,175.4,46.0,11.0,50.74
20000,2.5,0.25,175.4,46.0,11.0,50.74
75000,2.5,0.25,175.4,46.0,11.0,50.74
100000,2.5,0.25,175.4,46.0,11.0,50.74
75000,4.0,0.4,192.8,46.2,12.2,50.67
100000,4.0,0.4,192.8,46.2,12.2,50.67
50000,4.0,0.4,192.8,46.2,12.2,50.67
150000,4.0,0.4,192.8,46.2,12.2,50.67
20000,4.0,0.4,192.8,46.2,12.2,50.67
10000,4.0,0.4,192.8,46.2,12.2,50.67
30000,4.0,0.4,192.8,46.2,12.2,50.67
20000,3.0,0.35,192.4,45.8,12.1,50.48
150000,3.0,0.35,192.4,45.8,12.1,50.48
75000,3.0,0.35,192.4,45.8,12.1,50.48
50000,3.0,0.35,192.4,45.8,12.1,50.48
100000,3.0,0.35,192.4,45.8,12.1,50.48
30000,3.0,0.35,192.4,45.8,12.1,50.48
10000,3.0,0.35,192.4,45.8,12.1,50.48
50000,1.0,0.15,164.8,50.5,8.5,50.44
100000,1.0,0.15,164.8,50.5,8.5,50.44
10000,1.0,0.15,164.8,50.5,8.5,50.44
20000,1.0,0.15,164.8,50.5,8.5,50.44
150000,1.0,0.15,164.8,50.5,8.5,50.44
75000,1.0,0.15,164.8,50.5,8.5,50.44
30000,1.0,0.15,164.8,50.5,8.5,50.44
150000,4.0,0.35,191.8,45.6,12.0,50.39
75000,4.0,0.35,191.8,45.6,12.0,50.39
20000,4.0,0.35,191.8,45.6,12.0,50.39
100000,4.0,0.35,191.8,45.6,12.0,50.39
10000,4.0,0.35,191.8,45.6,12.0,50.39
50000,4.0,0.35,191.8,45.6,12.0,50.39
30000,4.0,0.35,191.8,45.6,12.0,50.39
150000,2.0,0.15,172.5,50.5,9.0,50.33
20000,2.0,0.15,172.5,50.5,9.0,50.33
75000,2.0,0.15,172.5,50.5,9.0,50.33
30000,2.0,0.15,172.5,50.5,9.0,50.33
50000,2.0,0.15,172.5,50.5,9.0,50.33
10000,2.0,0.15,172.5,50.5,9.0,50.33
100000,2.0,0.15,172.5,50.5,9.0,50.33
20000,0.5,0.15,164.4,49.7,8.5,50.29
100000,0.5,0.15,164.4,49.7,8.5,50.29
30000,0.5,0.15,164.4,49.7,8.5,50.29
150000,0.5,0.15,164.4,49.7,8.5,50.29
50000,0.5,0.15,164.4,49.7,8.5,50.29
75000,0.5,0.15,164.4,49.7,8.5,50.29
10000,0.5,0.15,164.4,49.7,8.5,50.29
100000,2.0,0.2,166.3,46.4,9.6,50.25
75000,2.0,0.2,166.3,46.4,9.6,50.25
50000,2.0,0.2,166.3,46.4,9.6,50.25
20000,2.0,0.2,166.3,46.4,9.6,50.25
30000,2.0,0.2,166.3,46.4,9.6,50.25
150000,2.0,0.2,166.3,46.4,9.6,50.25
10000,2.0,0.2,166.3,46.4,9.6,50.25
150000,0.75,0.15,164.8,49.9,8.5,50.23
75000,1.0,0.2,157.7,45.8,9.1,50.23
30000,1.0,0.2,157.7,45.8,9.1,50.23
75000,0.75,0.15,164.8,49.9,8.5,50.23
30000,0.75,0.15,164.8,49.9,8.5,50.23
10000,0.75,0.15,164.8,49.9,8.5,50.23
10000,1.0,0.2,157.7,45.8,9.1,50.23
20000,0.75,0.15,164.8,49.9,8.5,50.23
20000,1.0,0.2,157.7,45.8,9.1,50.23
100000,0.75,0.15,164.8,49.9,8.5,50.23
100000,1.0,0.2,157.7,45.8,9.1,50.23
50000,0.75,0.15,164.8,49.9,8.5,50.23
150000,1.0,0.2,157.7,45.8,9.1,50.23
50000,1.0,0.2,157.7,45.8,9.1,50.23
100000,0.5,0.2,157.2,45.3,9.1,50.15
150000,0.5,0.2,157.2,45.3,9.1,50.15
30000,0.5,0.2,157.2,45.3,9.1,50.15
10000,0.5,0.2,157.2,45.3,9.1,50.15
20000,0.5,0.2,157.2,45.3,9.1,50.15
50000,0.5,0.2,157.2,45.3,9.1,50.15
75000,0.5,0.2,157.2,45.3,9.1,50.15
30000,3.0,0.3,192.6,45.6,11.9,50.13
100000,3.0,0.3,192.6,45.6,11.9,50.13
50000,3.0,0.3,192.6,45.6,11.9,50.13
20000,3.0,0.3,192.6,45.6,11.9,50.13
150000,3.0,0.3,192.6,45.6,11.9,50.13
10000,3.0,0.3,192.6,45.6,11.9,50.13
75000,3.0,0.3,192.6,45.6,11.9,50.13
100000,0.75,0.2,157.7,45.4,9.1,50.07
20000,1.5,0.1,169.2,52.8,7.8,50.07
30000,1.5,0.1,169.2,52.8,7.8,50.07
50000,1.5,0.1,169.2,52.8,7.8,50.07
50000,0.75,0.2,157.7,45.4,9.1,50.07
20000,0.75,0.2,157.7,45.4,9.1,50.07
75000,1.5,0.1,169.2,52.8,7.8,50.07
10000,0.75,0.2,157.7,45.4,9.1,50.07
150000,1.5,0.1,169.2,52.8,7.8,50.07
30000,0.75,0.2,157.7,45.4,9.1,50.07
75000,0.75,0.2,157.7,45.4,9.1,50.07
100000,1.5,0.1,169.2,52.8,7.8,50.07
150000,0.75,0.2,157.7,45.4,9.1,50.07
10000,1.5,0.1,169.2,52.8,7.8,50.07
30000,4.0,0.3,192.0,45.4,11.8,50.04
10000,4.0,0.3,192.0,45.4,11.8,50.04
75000,4.0,0.3,192.0,45.4,11.8,50.04
100000,4.0,0.3,192.0,45.4,11.8,50.04
20000,4.0,0.3,192.0,45.4,11.8,50.04
150000,4.0,0.3,192.0,45.4,11.8,50.04
50000,4.0,0.3,192.0,45.4,11.8,50.04
100000,1.0,0.1,167.4,53.1,7.2,49.75
150000,1.0,0.1,167.4,53.1,7.2,49.75
20000,1.0,0.1,167.4,53.1,7.2,49.75
30000,1.0,0.1,167.4,53.1,7.2,49.75
50000,1.0,0.1,167.4,53.1,7.2,49.75
10000,1.0,0.1,167.4,53.1,7.2,49.75
75000,1.0,0.1,167.4,53.1,7.2,49.75
20000,0.5,0.1,166.9,52.1,7.3,49.6
75000,0.5,0.1,166.9,52.1,7.3,49.6
100000,0.5,0.1,166.9,52.1,7.3,49.6
50000,0.5,0.1,166.9,52.1,7.3,49.6
10000,0.5,0.1,166.9,52.1,7.3,49.6
150000,0.5,0.1,166.9,52.1,7.3,49.6
30000,0.5,0.1,166.9,52.1,7.3,49.6
20000,2.5,0.15,181.3,50.4,9.0,49.58
50000,2.5,0.15,181.3,50.4,9.0,49.58
75000,2.5,0.15,181.3,50.4,9.0,49.58
30000,2.5,0.15,181.3,50.4,9.0,49.58
10000,2.5,0.15,181.3,50.4,9.0,49.58
150000,2.5,0.15,181.3,50.4,9.0,49.58
100000,2.5,0.15,181.3,50.4,9.0,49.58
50000,0.75,0.1,167.4,52.3,7.2,49.51
75000,0.75,0.1,167.4,52.3,7.2,49.51
100000,0.75,0.1,167.4,52.3,7.2,49.51
30000,0.75,0.1,167.4,52.3,7.2,49.51
10000,0.75,0.1,167.4,52.3,7.2,49.51
20000,0.75,0.1,167.4,52.3,7.2,49.51
150000,0.75,0.1,167.4,52.3,7.2,49.51
150000,2.0,0.1,175.0,52.7,7.7,49.47
75000,2.0,0.1,175.0,52.7,7.7,49.47
30000,2.0,0.1,175.0,52.7,7.7,49.47
50000,2.0,0.1,175.0,52.7,7.7,49.47
100000,2.0,0.1,175.0,52.7,7.7,49.47
20000,2.0,0.1,175.0,52.7,7.7,49.47
10000,2.0,0.1,175.0,52.7,7.7,49.47
100000,2.5,0.2,175.8,46.4,9.6,49.45
50000,2.5,0.2,175.8,46.4,9.6,49.45
150000,2.5,0.2,175.8,46.4,9.6,49.45
75000,2.5,0.2,175.8,46.4,9.6,49.45
10000,2.5,0.2,175.8,46.4,9.6,49.45
30000,2.5,0.2,175.8,46.4,9.6,49.45
20000,2.5,0.2,175.8,46.4,9.6,49.45
30000,3.0,0.25,191.8,45.5,11.1,49.44
20000,3.0,0.25,191.8,45.5,11.1,49.44
10000,3.0,0.25,191.8,45.5,11.1,49.44
150000,3.0,0.25,191.8,45.5,11.1,49.44
50000,3.0,0.25,191.8,45.5,11.1,49.44
75000,3.0,0.25,191.8,45.5,11.1,49.44
100000,3.0,0.25,191.8,45.5,11.1,49.44
75000,4.0,0.25,191.2,45.3,11.0,49.35
100000,4.0,0.25,191.2,45.3,11.0,49.35
150000,4.0,0.25,191.2,45.3,11.0,49.35
10000,4.0,0.25,191.2,45.3,11.0,49.35
30000,4.0,0.25,191.2,45.3,11.0,49.35
20000,4.0,0.25,191.2,45.3,11.0,49.35
50000,4.0,0.25,191.2,45.3,11.0,49.35
150000,2.5,0.1,183.8,52.6,7.6,48.72
50000,2.5,0.1,183.8,52.6,7.6,48.72
75000,2.5,0.1,183.8,52.6,7.6,48.72
20000,2.5,0.1,183.8,52.6,7.6,48.72
30000,2.5,0.1,183.8,52.6,7.6,48.72
10000,2.5,0.1,183.8,52.6,7.6,48.72
100000,2.5,0.1,183.8,52.6,7.6,48.72
20000,3.0,0.15,194.9,49.7,9.1,48.4
75000,3.0,0.15,194.9,49.7,9.1,48.4
100000,3.0,0.15,194.9,49.7,9.1,48.4
30000,3.0,0.15,194.9,49.7,9.1,48.4
150000,3.0,0.15,194.9,49.7,9.1,48.4
50000,3.0,0.15,194.9,49.7,9.1,48.4
10000,3.0,0.15,194.9,49.7,9.1,48.4
30000,4.0,0.15,194.1,49.5,9.0,48.3
100000,4.0,0.15,194.1,49.5,9.0,48.3
10000,4.0,0.15,194.1,49.5,9.0,48.3
20000,4.0,0.15,194.1,49.5,9.0,48.3
75000,4.0,0.15,194.1,49.5,9.0,48.3
50000,4.0,0.15,194.1,49.5,9.0,48.3
150000,4.0,0.15,194.1,49.5,9.0,48.3
10000,3.0,0.2,192.4,46.0,9.7,48.14
20000,3.0,0.2,192.4,46.0,9.7,48.14
150000,3.0,0.2,192.4,46.0,9.7,48.14
75000,3.0,0.2,192.4,46.0,9.7,48.14
50000,3.0,0.2,192.4,46.0,9.7,48.14
30000,3.0,0.2,192.4,46.0,9.7,48.14
100000,3.0,0.2,192.4,46.0,9.7,48.14
30000,4.0,0.2,191.8,45.8,9.7,48.05
75000,4.0,0.2,191.8,45.8,9.7,48.05
150000,4.0,0.2,191.8,45.8,9.7,48.05
20000,4.0,0.2,191.8,45.8,9.7,48.05
50000,4.0,0.2,191.8,45.8,9.7,48.05
10000,4.0,0.2,191.8,45.8,9.7,48.05
100000,4.0,0.2,191.8,45.8,9.7,48.05
75000,1.5,0.05,179.9,51.2,6.7,47.63
100000,1.5,0.05,179.9,51.2,6.7,47.63
20000,1.5,0.05,179.9,51.2,6.7,47.63
150000,1.5,0.05,179.9,51.2,6.7,47.63
50000,1.5,0.05,179.9,51.2,6.7,47.63
10000,1.5,0.05,179.9,51.2,6.7,47.63
30000,1.5,0.05,179.9,51.2,6.7,47.63
150000,3.0,0.1,198.2,51.9,7.8,47.48
20000,3.0,0.1,198.2,51.9,7.8,47.48
100000,3.0,0.1,198.2,51.9,7.8,47.48
30000,3.0,0.1,198.2,51.9,7.8,47.48
50000,3.0,0.1,198.2,51.9,7.8,47.48
10000,3.0,0.1,198.2,51.9,7.8,47.48
75000,3.0,0.1,198.2,51.9,7.8,47.48
20000,4.0,0.1,197.5,51.6,7.7,47.38
10000,4.0,0.1,197.5,51.6,7.7,47.38
30000,4.0,0.1,197.5,51.6,7.7,47.38
100000,4.0,0.1,197.5,51.6,7.7,47.38
150000,4.0,0.1,197.5,51.6,7.7,47.38
50000,4.0,0.1,197.5,51.6,7.7,47.38
75000,4.0,0.1,197.5,51.6,7.7,47.38
10000,1.0,0.05,178.4,51.0,6.2,47.23
50000,1.0,0.05,178.4,51.0,6.2,47.23
75000,1.0,0.05,178.4,51.0,6.2,47.23
30000,1.0,0.05,178.4,51.0,6.2,47.23
150000,1.0,0.05,178.4,51.0,6.2,47.23
20000,1.0,0.05,178.4,51.0,6.2,47.23
100000,1.0,0.05,178.4,51.0,6.2,47.23
100000,0.5,0.05,177.8,50.0,6.3,47.05
50000,0.5,0.05,177.8,50.0,6.3,47.05
150000,0.5,0.05,177.8,50.0,6.3,47.05
20000,0.5,0.05,177.8,50.0,6.3,47.05
75000,0.5,0.05,177.8,50.0,6.3,47.05
10000,0.5,0.05,177.8,50.0,6.3,47.05
30000,0.5,0.05,177.8,50.0,6.3,47.05
10000,0.75,0.05,178.4,50.3,6.2,46.98
75000,0.75,0.05,178.4,50.3,6.2,46.98
100000,0.75,0.05,178.4,50.3,6.2,46.98
30000,0.75,0.05,178.4,50.3,6.2,46.98
20000,0.75,0.05,178.4,50.3,6.2,46.98
150000,0.75,0.05,178.4,50.3,6.2,46.98
50000,0.75,0.05,178.4,50.3,6.2,46.98
150000,2.0,0.05,189.9,50.7,6.6,46.65
100000,2.0,0.05,189.9,50.7,6.6,46.65
10000,2.0,0.05,189.9,50.7,6.6,46.65
50000,2.0,0.05,189.9,50.7,6.6,46.65
75000,2.0,0.05,189.9,50.7,6.6,46.65
20000,2.0,0.05,189.9,50.7,6.6,46.65
30000,2.0,0.05,189.9,50.7,6.6,46.65
